photo_id,query,filename,save_path,alt_description,description,width,height,color,blur_hash,created_at,updated_at,promoted_at,user_name,user_username,user_portfolio_url,unsplash_page,download_location,image_url_regular,image_url_small,image_url_full,source,download_status,has_people,has_protective_medical_staff,confidence,tags,people_count_range,reason,model_raw_output,error
3952247,covid 19,3952247_A_pair_of_hands_preparing_a_syringe_with_COVID-19_vaccine_in_a_medical_setting..jpg,data/raw\3952247_A_pair_of_hands_preparing_a_syringe_with_COVID-19_vaccine_in_a_medical_setting..jpg,A pair of hands preparing a syringe with COVID-19 vaccine in a medical setting.,,4000,6000,#D6CFD0,,,,,cottonbro studio,,https://www.pexels.com/@cottonbro,https://www.pexels.com/photo/person-holding-blue-and-white-vaccine-3952247/,,https://images.pexels.com/photos/3952247/pexels-photo-3952247.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/3952247/pexels-photo-3952247.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/3952247/pexels-photo-3952247.jpeg,pexels,success,1.0,0.0,0.95,['testing'],unknown,图片中有一只手拿着一个注射器，背景上写着'测试'，这表明正在进行某种形式的医学检测。,"```json
{
  ""has_people"": 1,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""testing""],
  ""reason"": ""图片中有一只手拿着一个注射器，背景上写着'测试'，这表明正在进行某种形式的医学检测。""
}
```",
8111475,covid 19,8111475_Chalkboard_message_with_a_mask_cutting_symbolizes_transition_to_post-COVID_life..jpg,data/raw\8111475_Chalkboard_message_with_a_mask_cutting_symbolizes_transition_to_post-COVID_life..jpg,Chalkboard message with a mask cutting symbolizes transition to post-COVID life.,,5192,3466,#898788,,,,,Pavel Danilyuk,,https://www.pexels.com/@pavel-danilyuk,https://www.pexels.com/photo/person-cutting-medical-face-mask-8111475/,,https://images.pexels.com/photos/8111475/pexels-photo-8111475.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/8111475/pexels-photo-8111475.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/8111475/pexels-photo-8111475.jpeg,pexels,success,1.0,0.0,0.95,"['ppe', 'mask']",unknown,图片中有一个人正在剪口罩，这可能与'post covid life'有关。,"```json
{
  ""has_people"": 1,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""ppe"", ""mask""],
  ""reason"": ""图片中有一个人正在剪口罩，这可能与'post covid life'有关。""
}
```",
3952190,covid 19,3952190_Masked_individual_holding_a_protest_sign_about_COVID-19_behind_plastic_sheeting__symbolizing_anxiety_and_isolation..jpg,data/raw\3952190_Masked_individual_holding_a_protest_sign_about_COVID-19_behind_plastic_sheeting__symbolizing_anxiety_and_isolation..jpg,"Masked individual holding a protest sign about COVID-19 behind plastic sheeting, symbolizing anxiety and isolation.",,4000,6000,#AF726C,,,,,cottonbro studio,,https://www.pexels.com/@cottonbro,https://www.pexels.com/photo/woman-holding-a-poster-with-anxiety-3952190/,,https://images.pexels.com/photos/3952190/pexels-photo-3952190.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/3952190/pexels-photo-3952190.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/3952190/pexels-photo-3952190.jpeg,pexels,success,1.0,0.0,0.95,"['ppe', 'mask']",unknown,图片中有一个人手持标牌，穿着白色T恤和黑色口罩，背景为红色，符合医疗防护装备的特征。,"```json
{
  ""has_people"": 1,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""ppe"", ""mask""],
  ""reason"": ""图片中有一个人手持标牌，穿着白色T恤和黑色口罩，背景为红色，符合医疗防护装备的特征。""
}
```",
9115404,covid 19,9115404_Strong_message_on_a_board_symbolizing_overcoming_COVID-19_challenges_with_vibrant_colors..jpg,data/raw\9115404_Strong_message_on_a_board_symbolizing_overcoming_COVID-19_challenges_with_vibrant_colors..jpg,Strong message on a board symbolizing overcoming COVID-19 challenges with vibrant colors.,,5758,3831,#937612,,,,,Brett Sayles,,https://www.pexels.com/@brett-sayles,https://www.pexels.com/photo/pink-text-on-black-text-board-9115404/,,https://images.pexels.com/photos/9115404/pexels-photo-9115404.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/9115404/pexels-photo-9115404.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/9115404/pexels-photo-9115404.jpeg,pexels,success,0.0,0.0,0.95,['covid_sign'],unknown,图片中没有出现任何人物或医疗人员，背景上写着 'I MADE COVID MY BITCH'，这可能与病毒相关的内容有关。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""covid_sign""],
  ""reason"": ""图片中没有出现任何人物或医疗人员，背景上写着 'I MADE COVID MY BITCH'，这可能与病毒相关的内容有关。""
}
```",
5995291,covid 19,5995291_Close-up_of_COVID-19_vaccine_vials_with_injection_label_in_a_studio_setting..jpg,data/raw\5995291_Close-up_of_COVID-19_vaccine_vials_with_injection_label_in_a_studio_setting..jpg,Close-up of COVID-19 vaccine vials with injection label in a studio setting.,,2947,1965,#9ABDCC,,,,,Maksim Goncharenok,,https://www.pexels.com/@maksgelatin,https://www.pexels.com/photo/close-up-shot-of-a-vaccine-bottle-5995291/,,https://images.pexels.com/photos/5995291/pexels-photo-5995291.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/5995291/pexels-photo-5995291.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/5995291/pexels-photo-5995291.jpeg,pexels,success,0.0,0.0,0.95,"['vaccination', 'covid_sign']",unknown,图片中没有显示人或医务人员，主要展示的是疫苗瓶。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""vaccination"", ""covid_sign""],
  ""reason"": ""图片中没有显示人或医务人员，主要展示的是疫苗瓶。""
}
```",
5994832,covid 19,5994832_COVID-19_vaccine_vials_arranged_to_spell__COVID__on_a_red_surface..jpg,data/raw\5994832_COVID-19_vaccine_vials_arranged_to_spell__COVID__on_a_red_surface..jpg,COVID-19 vaccine vials arranged to spell 'COVID' on a red surface.,,6221,4147,#E9331B,,,,,Maksim Goncharenok,,https://www.pexels.com/@maksgelatin,https://www.pexels.com/photo/covid-vaccines-on-a-red-surface-5994832/,,https://images.pexels.com/photos/5994832/pexels-photo-5994832.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/5994832/pexels-photo-5994832.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/5994832/pexels-photo-5994832.jpeg,pexels,success,0.0,0.0,0.95,"['vaccination', 'covid_sign']",unknown,图片中没有显示任何人物或医疗人员，只有疫苗瓶排列成'COVID'字样。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""vaccination"", ""covid_sign""],
  ""reason"": ""图片中没有显示任何人物或医疗人员，只有疫苗瓶排列成'COVID'字样。""
}
```",
5994794,covid 19,5994794_COVID-19_vaccine_vial__syringe__test_tube__and_microscope_on_blue_background__symbolizing_research_and_healthcare..jpg,data/raw\5994794_COVID-19_vaccine_vial__syringe__test_tube__and_microscope_on_blue_background__symbolizing_research_and_healthcare..jpg,"COVID-19 vaccine vial, syringe, test tube, and microscope on blue background, symbolizing research and healthcare.",,6469,4313,#73ACC5,,,,,Maksim Goncharenok,,https://www.pexels.com/@maksgelatin,https://www.pexels.com/photo/covid-vaccine-tools-5994794/,,https://images.pexels.com/photos/5994794/pexels-photo-5994794.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/5994794/pexels-photo-5994794.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/5994794/pexels-photo-5994794.jpeg,pexels,success,0.0,0.0,0.95,"['vaccine', 'injection', 'microscope']",unknown,图片中没有出现人体或医务人员，主要物体是疫苗和显微镜。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""vaccine"", ""injection"", ""microscope""],
  ""reason"": ""图片中没有出现人体或医务人员，主要物体是疫苗和显微镜。""
}
```",
5863398,covid 19,5863398_Medical_supplies_including_face_masks__syringes__and_COVID-19_vaccine_vials_on_a_sterile_teal_background..jpg,data/raw\5863398_Medical_supplies_including_face_masks__syringes__and_COVID-19_vaccine_vials_on_a_sterile_teal_background..jpg,"Medical supplies including face masks, syringes, and COVID-19 vaccine vials on a sterile teal background.",,4160,6240,#73B2BF,,,,,Nataliya Vaitkevich,,https://www.pexels.com/@n-voitkevich,https://www.pexels.com/photo/medication-and-healthcare-instruments-for-covid-19-5863398/,,https://images.pexels.com/photos/5863398/pexels-photo-5863398.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/5863398/pexels-photo-5863398.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/5863398/pexels-photo-5863398.jpeg,pexels,success,0.0,0.0,0.95,"['mask', 'vaccination']",unknown,图片中只包含口罩和疫苗，没有显示任何人体或医务人员。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""mask"", ""vaccination""],
  ""reason"": ""图片中只包含口罩和疫苗，没有显示任何人体或医务人员。""
}
```",
28344449,covid 19,28344449_Workers_in_protective_gear_sanitize_streets_in_Chorrillos__Lima__to_curb_COVID-19_spread..jpg,data/raw\28344449_Workers_in_protective_gear_sanitize_streets_in_Chorrillos__Lima__to_curb_COVID-19_spread..jpg,"Workers in protective gear sanitize streets in Chorrillos, Lima, to curb COVID-19 spread.",,5760,3728,#949293,,,,,Gabriel Torino,,https://www.pexels.com/@gabriel-torino-1798760249,https://www.pexels.com/photo/rastros-de-pandemia-28344449/,,https://images.pexels.com/photos/28344449/pexels-photo-28344449.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/28344449/pexels-photo-28344449.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/28344449/pexels-photo-28344449.jpeg,pexels,success,1.0,1.0,0.98,"['medical_staff', 'ppe', 'protective_suit', 'mask', 'face_shield']",unknown,图中有多个穿着防护服和口罩的人员，符合医务人员的标准。,"```json
{
  ""has_people"": 1,
  ""has_protective_medical_staff"": 1,
  ""confidence"": 0.98,
  ""tags"": [""medical_staff"", ""ppe"", ""protective_suit"", ""mask"", ""face_shield""],
  ""reason"": ""图中有多个穿着防护服和口罩的人员，符合医务人员的标准。""
}
```",
5863321,covid 19,5863321_Two_COVID-19_vaccine_vials_placed_on_a_pink_background__indicating_healthcare_and_vaccination_concepts..jpg,data/raw\5863321_Two_COVID-19_vaccine_vials_placed_on_a_pink_background__indicating_healthcare_and_vaccination_concepts..jpg,"Two COVID-19 vaccine vials placed on a pink background, indicating healthcare and vaccination concepts.",,4052,6078,#D6A2C2,,,,,Nataliya Vaitkevich,,https://www.pexels.com/@n-voitkevich,https://www.pexels.com/photo/covid-vaccine-on-pink-surface-5863321/,,https://images.pexels.com/photos/5863321/pexels-photo-5863321.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/5863321/pexels-photo-5863321.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/5863321/pexels-photo-5863321.jpeg,pexels,success,0.0,0.0,0.95,['vaccination'],unknown,图像中有两个疫苗瓶，通常用于疫苗接种场景。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""vaccination""],
  ""reason"": ""图像中有两个疫苗瓶，通常用于疫苗接种场景。""
}
```",
5994805,covid 19,5994805_Close-up_of_multiple_COVID-19_vaccine_vials_lined_up_on_a_blue_surface..jpg,data/raw\5994805_Close-up_of_multiple_COVID-19_vaccine_vials_lined_up_on_a_blue_surface..jpg,Close-up of multiple COVID-19 vaccine vials lined up on a blue surface.,,6720,4480,#80C2D7,,,,,Maksim Goncharenok,,https://www.pexels.com/@maksgelatin,https://www.pexels.com/photo/close-up-photo-of-a-lined-up-covid-vaccines-5994805/,,https://images.pexels.com/photos/5994805/pexels-photo-5994805.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/5994805/pexels-photo-5994805.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/5994805/pexels-photo-5994805.jpeg,pexels,success,0.0,0.0,0.95,"['vaccine', 'vaccination']",unknown,图片中只显示了疫苗瓶，没有出现任何人员或医务人员。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""vaccine"", ""vaccination""],
  ""reason"": ""图片中只显示了疫苗瓶，没有出现任何人员或医务人员。""
}
```",
5863368,covid 19,5863368_Close-up_of_hands_in_gloves_handling_a_vaccine_vial_and_syringe_on_a_teal_background..jpg,data/raw\5863368_Close-up_of_hands_in_gloves_handling_a_vaccine_vial_and_syringe_on_a_teal_background..jpg,Close-up of hands in gloves handling a vaccine vial and syringe on a teal background.,,4160,6240,#7DB3B9,,,,,Nataliya Vaitkevich,,https://www.pexels.com/@n-voitkevich,https://www.pexels.com/photo/a-person-opening-an-ampoule-5863368/,,https://images.pexels.com/photos/5863368/pexels-photo-5863368.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/5863368/pexels-photo-5863368.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/5863368/pexels-photo-5863368.jpeg,pexels,success,1.0,0.0,0.95,"['nurse', 'gloves']",unknown,图片中有戴着蓝色手套的手，手套上可能有医疗标志，表明可能是医务人员。,"```json
{
  ""has_people"": 1,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""nurse"", ""gloves""],
  ""reason"": ""图片中有戴着蓝色手套的手，手套上可能有医疗标志，表明可能是医务人员。""
}
```",
4108255,covid 19,4108255_Black_text_on_white_background_reads__We_will_survive_coronavirus..jpg,data/raw\4108255_Black_text_on_white_background_reads__We_will_survive_coronavirus..jpg,Black text on white background reads 'We will survive coronavirus.',,4160,6240,#BDBCC2,,,,,Polina Zimmerman,,https://www.pexels.com/@polina-zimmerman,https://www.pexels.com/photo/slogan-on-coronavirus-with-positive-outlook-4108255/,,https://images.pexels.com/photos/4108255/pexels-photo-4108255.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/4108255/pexels-photo-4108255.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/4108255/pexels-photo-4108255.jpeg,pexels,success,0.0,0.0,0.95,['coronavirus'],unknown,图片内容为黑白文字，没有显示人物或医疗人员，也没有显示与病毒相关的标志或符号。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""coronavirus""],
  ""reason"": ""图片内容为黑白文字，没有显示人物或医疗人员，也没有显示与病毒相关的标志或符号。""
}
```",
12994622,covid 19,12994622_Outdoor_view_of_a_COVID-19_testing_directional_sign_with_an_arrow_pointing_left..jpg,data/raw\12994622_Outdoor_view_of_a_COVID-19_testing_directional_sign_with_an_arrow_pointing_left..jpg,Outdoor view of a COVID-19 testing directional sign with an arrow pointing left.,,4352,3264,#616E5A,,,,,Sonny Sixteen,,https://www.pexels.com/@sonny,https://www.pexels.com/photo/directional-signage-on-roadside-12994622/,,https://images.pexels.com/photos/12994622/pexels-photo-12994622.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/12994622/pexels-photo-12994622.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/12994622/pexels-photo-12994622.jpeg,pexels,success,0.0,0.0,0.95,['covid_sign'],unknown,图片中没有显示任何人员或医疗人员，只有一个指向COVID-19测试方向的标志牌。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""covid_sign""],
  ""reason"": ""图片中没有显示任何人员或医疗人员，只有一个指向COVID-19测试方向的标志牌。""
}
```",
3992937,covid 19,3992937_Microscopic_view_of_yellow_virus_particles_on_a_blue_surface__showcasing_intricate_details..jpg,data/raw\3992937_Microscopic_view_of_yellow_virus_particles_on_a_blue_surface__showcasing_intricate_details..jpg,"Microscopic view of yellow virus particles on a blue surface, showcasing intricate details.",,2400,2068,#3A5765,,,,,CDC,,https://www.pexels.com/@cdc-library,https://www.pexels.com/photo/microscopic-shot-of-a-virus-3992937/,,https://images.pexels.com/photos/3992937/pexels-photo-3992937.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/3992937/pexels-photo-3992937.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/3992937/pexels-photo-3992937.jpeg,pexels,success,0.0,0.0,0.95,"['virus', 'covid_sign']",unknown,图像显示的是病毒颗粒，没有显示任何人类或医务人员。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""virus"", ""covid_sign""],
  ""reason"": ""图像显示的是病毒颗粒，没有显示任何人类或医务人员。""
}
```",
5863370,covid 19,5863370_Hands_with_gloves_handling_a_syringe_and_COVID-19_vaccine_vial_against_teal_background..jpg,data/raw\5863370_Hands_with_gloves_handling_a_syringe_and_COVID-19_vaccine_vial_against_teal_background..jpg,Hands with gloves handling a syringe and COVID-19 vaccine vial against teal background.,,3967,5951,#71B2BC,,,,,Nataliya Vaitkevich,,https://www.pexels.com/@n-voitkevich,https://www.pexels.com/photo/a-person-holding-a-syringe-and-an-ampoule-5863370/,,https://images.pexels.com/photos/5863370/pexels-photo-5863370.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/5863370/pexels-photo-5863370.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/5863370/pexels-photo-5863370.jpeg,pexels,success,1.0,1.0,0.95,"['nurse', 'ppe', 'gloves']",unknown,图片中有穿着防护手套的手，手套上有明显的防护标识，表明这是医疗环境中的一幕。,"```json
{
  ""has_people"": 1,
  ""has_protective_medical_staff"": 1,
  ""confidence"": 0.95,
  ""tags"": [""nurse"", ""ppe"", ""gloves""],
  ""reason"": ""图片中有穿着防护手套的手，手套上有明显的防护标识，表明这是医疗环境中的一幕。""
}
```",
3952230,covid 19,3952230_Young_adults_holding_a_sign_highlighting_COVID-19_pandemic_awareness..jpg,data/raw\3952230_Young_adults_holding_a_sign_highlighting_COVID-19_pandemic_awareness..jpg,Young adults holding a sign highlighting COVID-19 pandemic awareness.,,6000,4000,#B85F4B,,,,,cottonbro studio,,https://www.pexels.com/@cottonbro,https://www.pexels.com/photo/people-holding-a-placard-with-pandemic-covid19-text-3952230/,,https://images.pexels.com/photos/3952230/pexels-photo-3952230.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/3952230/pexels-photo-3952230.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/3952230/pexels-photo-3952230.jpeg,pexels,success,1.0,0.0,0.95,"['ppe', 'mask']",unknown,两人手持标牌，背景为红色，可能与疫情相关。,"```json
{
  ""has_people"": 1,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""ppe"", ""mask""],
  ""reason"": ""两人手持标牌，背景为红色，可能与疫情相关。""
}
```",
5995228,covid 19,5995228_Top_view_of_COVID-19_blood_test_vials_arranged_on_a_vibrant_blue_surface..jpg,data/raw\5995228_Top_view_of_COVID-19_blood_test_vials_arranged_on_a_vibrant_blue_surface..jpg,Top view of COVID-19 blood test vials arranged on a vibrant blue surface.,,4480,6720,#54C1EF,,,,,Maksim Goncharenok,,https://www.pexels.com/@maksgelatin,https://www.pexels.com/photo/white-and-red-vacutainers-5995228/,,https://images.pexels.com/photos/5995228/pexels-photo-5995228.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/5995228/pexels-photo-5995228.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/5995228/pexels-photo-5995228.jpeg,pexels,success,0.0,0.0,0.95,"['testing', 'covid_sign']",unknown,图片中没有显示人或医务人员，只有标有'COVID-19 TEST'的试管。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""testing"", ""covid_sign""],
  ""reason"": ""图片中没有显示人或医务人员，只有标有'COVID-19 TEST'的试管。""
}
```",
7722844,covid 19,7722844_Grid_of_COVID-19_vaccine_labels_ready_for_medical_and_healthcare_applications..jpg,data/raw\7722844_Grid_of_COVID-19_vaccine_labels_ready_for_medical_and_healthcare_applications..jpg,Grid of COVID-19 vaccine labels ready for medical and healthcare applications.,,5150,3433,#A7A4A3,,,,,Tara Winstead,,https://www.pexels.com/@tara-winstead,https://www.pexels.com/photo/covi-19-vaccine-label-stickers-7722844/,,https://images.pexels.com/photos/7722844/pexels-photo-7722844.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/7722844/pexels-photo-7722844.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/7722844/pexels-photo-7722844.jpeg,pexels,success,0.0,0.0,0.95,['vaccine'],unknown,图片内容主要显示了与COVID-19疫苗相关的文字信息，没有出现任何人物或医务人员。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""vaccine""],
  ""reason"": ""图片内容主要显示了与COVID-19疫苗相关的文字信息，没有出现任何人物或医务人员。""
}
```",
3952230,covid 19,3952230_Young_adults_holding_a_sign_highlighting_COVID-19_pandemic_awareness..jpg,data/raw\3952230_Young_adults_holding_a_sign_highlighting_COVID-19_pandemic_awareness..jpg,Young adults holding a sign highlighting COVID-19 pandemic awareness.,,6000,4000,#B85F4B,,,,,cottonbro studio,,https://www.pexels.com/@cottonbro,https://www.pexels.com/photo/people-holding-a-placard-with-pandemic-covid19-text-3952230/,,https://images.pexels.com/photos/3952230/pexels-photo-3952230.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/3952230/pexels-photo-3952230.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/3952230/pexels-photo-3952230.jpeg,pexels,success,1.0,0.0,0.95,"['ppe', 'mask']",unknown,两人手持标牌，背景为红色，可能与疫情相关。,"```json
{
  ""has_people"": 1,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""ppe"", ""mask""],
  ""reason"": ""两人手持标牌，背景为红色，可能与疫情相关。""
}
```",
5995228,covid 19,5995228_Top_view_of_COVID-19_blood_test_vials_arranged_on_a_vibrant_blue_surface..jpg,data/raw\5995228_Top_view_of_COVID-19_blood_test_vials_arranged_on_a_vibrant_blue_surface..jpg,Top view of COVID-19 blood test vials arranged on a vibrant blue surface.,,4480,6720,#54C1EF,,,,,Maksim Goncharenok,,https://www.pexels.com/@maksgelatin,https://www.pexels.com/photo/white-and-red-vacutainers-5995228/,,https://images.pexels.com/photos/5995228/pexels-photo-5995228.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/5995228/pexels-photo-5995228.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/5995228/pexels-photo-5995228.jpeg,pexels,success,0.0,0.0,0.95,"['testing', 'covid_sign']",unknown,图片中没有显示人或医务人员，只有标有'COVID-19 TEST'的试管。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""testing"", ""covid_sign""],
  ""reason"": ""图片中没有显示人或医务人员，只有标有'COVID-19 TEST'的试管。""
}
```",
11624066,covid 19,11624066_COVID-19_test_kit_with_gloves__goggles__and_swab_on_a_white_surface__emphasizing_safety_and_health..jpg,data/raw\11624066_COVID-19_test_kit_with_gloves__goggles__and_swab_on_a_white_surface__emphasizing_safety_and_health..jpg,"COVID-19 test kit with gloves, goggles, and swab on a white surface, emphasizing safety and health.",,4800,3200,#D1DEEE,,,,,adrian vieriu,,https://www.pexels.com/@printexstar,https://www.pexels.com/photo/testing-kit-and-personal-protective-equipment-11624066/,,https://images.pexels.com/photos/11624066/pexels-photo-11624066.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/11624066/pexels-photo-11624066.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/11624066/pexels-photo-11624066.jpeg,pexels,success,0.0,0.0,0.95,"['gloves', 'testing']",unknown,图片中只有一副蓝色的手套和一个标有“COVID-19测试套件”的试管，没有显示任何人体或医务人员。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""gloves"", ""testing""],
  ""reason"": ""图片中只有一副蓝色的手套和一个标有“COVID-19测试套件”的试管，没有显示任何人体或医务人员。""
}
```",
5995294,covid 19,5995294_Close-up_of_COVID-19_vaccine_vials_on_a_reflective_surface_against_a_blue_background..jpg,data/raw\5995294_Close-up_of_COVID-19_vaccine_vials_on_a_reflective_surface_against_a_blue_background..jpg,Close-up of COVID-19 vaccine vials on a reflective surface against a blue background.,,4416,6624,#73B8D3,,,,,Maksim Goncharenok,,https://www.pexels.com/@maksgelatin,https://www.pexels.com/photo/vaccine-bottles-in-close-up-photography-5995294/,,https://images.pexels.com/photos/5995294/pexels-photo-5995294.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/5995294/pexels-photo-5995294.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/5995294/pexels-photo-5995294.jpeg,pexels,success,0.0,0.0,0.95,['vaccination'],unknown,图片中显示的是疫苗瓶，没有出现人员或防护服。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""vaccination""],
  ""reason"": ""图片中显示的是疫苗瓶，没有出现人员或防护服。""
}
```",
5994663,covid 19,5994663_Close-up_of_COVID-19_vaccine_vials_arranged_on_a_blue_background..jpg,data/raw\5994663_Close-up_of_COVID-19_vaccine_vials_arranged_on_a_blue_background..jpg,Close-up of COVID-19 vaccine vials arranged on a blue background.,,4480,6720,#9CBECC,,,,,Maksim Goncharenok,,https://www.pexels.com/@maksgelatin,https://www.pexels.com/photo/close-up-shot-of-a-covid-19-vaccines-5994663/,,https://images.pexels.com/photos/5994663/pexels-photo-5994663.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/5994663/pexels-photo-5994663.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/5994663/pexels-photo-5994663.jpeg,pexels,success,0.0,0.0,0.95,"['vaccination', 'covid_sign']",unknown,图片中没有显示任何人物或医疗人员，因此没有医务人员穿着防护服。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""vaccination"", ""covid_sign""],
  ""reason"": ""图片中没有显示任何人物或医疗人员，因此没有医务人员穿着防护服。""
}
```",
